idpagina,comentario,id,fecha,contadorlikes,contadorrespuestas
"SolcaPortoviejo/192107524275402_764300269213427/192107524275402_764300269213427,""Bendiciones en todo lo maravilloso del proceso 🙏🏻 la Oración tiene poder  ... Dios proteja siempre, enorme abrazo eres luz portando valentía Gina mujer linda 🫶"",1836,2024-05-27 22:01:54,0,0"
SolcaPortoviejo/192107524275402_764300269213427/192107524275402_764300269213427,Bendiciones infinitas...Dios es misericordioso.... saludos,1837,2024-05-28 00:22:52,0,0
SolcaPortoviejo/192107524275402_764300269213427/192107524275402_764300269213427,Bendiciones infinitas amiga,1838,2024-05-28 01:51:39,0,0
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Lluvia de bendiciones para tan nobles profesionales de la medicina.,1840,2024-05-27 17:57:50,0,0
"SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,""Gracias a todos los médicos que conforman el grupo de emergenciologo, en especial al Dr. Blass 🤗"",1843,2024-05-27 18:45:10,0,1"
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Mi Blas Bernardi ❤️❤️❤️ amigo bello,1844,2024-05-27 19:44:10,0,1
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Felicitaciones a este grupo de trabajadores.,1845,2024-05-27 20:09:33,0,0
"SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,""Dios le dé sabiduría, amor y profesionalismo en esta difícil tarea."",1846,2024-05-27 20:11:23,0,0"
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Isbesita Garcia Muñoz gracias Isbi ❤️,1847,2024-05-27 20:27:51,0,0
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Angelica Mieles mi Mati ❤️❤️❤️,1848,2024-05-27 20:28:04,0,0
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Felicidades enano Blas Bernardi y a todo ese equipo de Emergenciologo en la primera línea de la Salud.,1849,2024-05-27 20:38:22,0,0
"SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,""Felicitaciones a los profesionales de la emergencia, tengo la oportunidad de cocerlos ,porque tres veces he estado por esa área de emergencia"",1850,2024-05-27 21:30:05,0,0"
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Excelentes profesionales. Feliz día.,1851,2024-05-28 00:26:31,0,0
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Felicitaciones 👍👏👏,1852,2024-05-28 00:40:35,0,0
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Felicidades a tan valiosos especialistas en su día  Emergenciologos,1853,2024-05-28 02:30:46,1,0
"SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,""Recitaciones a esos valientes médicos, son los mejores del mundo mundial, les agradezco mucho por qué en el tiempo en que estuve ingresada tuve el.mejor de los tratos, bendiciones ❤️❤️❤️"",1854,2024-05-28 13:27:04,0,0"
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,excelente doctores los tres son magníficos  buenos profesionales,1855,2024-05-28 13:42:40,0,0
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Felicidades.....,1856,2024-05-28 14:16:41,0,0
"SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,""Hospital es hospital! Los pacientes de un lado a otro si poder coordinar por la situación adversa de la salud y los médicos se idiotisan y se les pregunta algo que un@ no sabe y muchas de las veces no nos ponen asunto y por último los especialistas se esconden a la vista de los pacientes, entran u salen por puertas que son secretas, Dios nos ampare de volver a un hospital."",1857,2024-05-28 17:12:27,0,0"
SolcaPortoviejo/192107524275402_764271682549619/192107524275402_764271682549619,Felicitaciones a estos médicos  Dios les ilumine para que sigan curando a tantas personas que los necesitan,1858,2024-05-28 17:59:00,0,0
SolcaPortoviejo/192107524275402_764257592551028/192107524275402_764257592551028,Dios los bendiga por interés y dedicación que ustedes tienen por la comunidad.,1860,2024-05-27 20:26:32,0,0
"SolcaPortoviejo/192107524275402_763804122596375/192107524275402_763804122596375,""¿Te preocupa el costo de una visita al médico o una hospitalización? 😵🏥  💓 Entiendo perfectamente tus preocupaciones. Con nuestros seguros médicos de Saludsa, puedes dejar atrás esas inquietudes y concentrarte en lo más importante: tu recuperación. ❤️‍🩹  Coberturas por enfermedad 👉🏻 😷  🩺 Coberturas contra el cancer 🦷 Planes Dentales 🚃 Coberturas de viajes 🛫 Coberturas Nacionales e Internacionales 💉 Con sello de garantía hospitalaria al 100% ⚖️ 🙅🏻 Sin deducibles 🌟 🚫 💰 Sin reembolsos✍🏻  👩🏻 @helensegurosmedicos 📲 Contáctame al: 0983925795  #Guayaquil #Ecuador #SeguroMédico #AtenciónMédica #Medicina #PlanSeguroFamiliar #PlanSeguroInfantil #SaludSa #100PreCubierto #SeguroSalud"",1862,2024-05-27 02:23:17,0,0"
"SolcaPortoviejo/192107524275402_763622962614491/192107524275402_763622962614491,""¿Te preocupa el costo de una visita al médico o una hospitalización? 😵🏥  💓 Entiendo perfectamente tus preocupaciones. Con nuestros seguros médicos de Saludsa, puedes dejar atrás esas inquietudes y concentrarte en lo más importante: tu recuperación. ❤️‍🩹  Coberturas por enfermedad 👉🏻 😷  🩺 Coberturas contra el cancer 🦷 Planes Dentales 🚃 Coberturas de viajes 🛫 Coberturas Nacionales e Internacionales 💉 Con sello de garantía hospitalaria al 100% ⚖️ 🙅🏻 Sin deducibles 🌟 🚫 💰 Sin reembolsos✍🏻  👩🏻 @helensegurosmedicos 📲 Contáctame al: 0983925795  #Guayaquil #Ecuador #SeguroMédico #AtenciónMédica #Medicina #PlanSeguroFamiliar #PlanSeguroInfantil #SaludSa #100PreCubierto #SeguroSalud"",1866,2024-05-27 02:23:47,0,0"
SolcaPortoviejo/192107524275402_763281649315289/192107524275402_763281649315289,Felicitaciones dra largacja Diva la mejor Gastroenterologa saludos,1868,2024-05-26 01:41:47,0,0
"SolcaPortoviejo/192107524275402_763281649315289/192107524275402_763281649315289,""Felicitaciones estimada Dra. Largacha.  Su dedicación a la Docencia y a la Academia de alto nivel , es orgullo para los Manabitas. Exitos!"",1869,2024-05-26 13:32:01,0,0"
"SolcaPortoviejo/192107524275402_762006579442796/192107524275402_762006579442796,""Excelente, esperamos una pronta respuesta del   Sr. Presidente y seguir con nuestro tratamiento."",1876,2024-05-23 21:39:55,0,1"
SolcaPortoviejo/192107524275402_762006579442796/192107524275402_762006579442796,El Presidente no entiende lo importante de tener al día los pagos a los prestadores de Salud,1877,2024-05-23 22:01:08,1,1
"SolcaPortoviejo/192107524275402_762006579442796/192107524275402_762006579442796,""Katia Macias amiga querida no lancemos culpa a quien no las tiene, reconozcamos como encontró este hombre el país y las cosas no se arreglan de la noche a la mañana, esto demanda de tiempo y más aún si en vez de orar por él, lo que hacemos lo contrario, el necesita apollo espiritual pidamos al Señor que le dé sabiduría y lo rodee de personas sabias para que lo ayuden con este proceso, no solo Solca está en esto de que no le pagan las deudas, también el Ecuador está demasiado endeudado por los malos políticos que han ocupado el puesto de presidente, usted no ha escuchado la noticias de la tremenda corrupción que ha habido en los distintos puestos que ocupan los asignados o elegidos, una vez que llegan a sentarse en las sillas del poder se transforman y solo piensan en si mismo pero no por el pueblo que está con muchas necesidades, el egoísmo, la envidia, la gula, el querer tener más y más les ha daño el corazón, el amor al dinero los ha corrompido y cada uno ve su propio beneficio y dejan a un lado las necesidades de los demás, la maldad se ha multiplicado, la gente confía en el hombre más que en Dios, aquí el único que nos puede ayudar a salir de todo es el creador del universo y Él es nuestro Salvador Jesucristo, a Él es que tenemos que acudir en oración y ruego, pedir perdón al Señor apartarnos del pecado y dejar que el sea nuestra guía, el país perece por falta de conocimiento en la Palabra del Señor, Dios Padre es la solución a todo lo que está pasando, entonces debemos buscarlo a Él con todo nuestro corazón, bendiciones amiga querida 🫂"",1879,2024-05-25 11:28:05,0,0"
"SolcaPortoviejo/192107524275402_762006579442796/192107524275402_762006579442796,""¿Te preocupa el costo de una visita al médico o una hospitalización? 😵🏥  💓 Entiendo perfectamente tus preocupaciones. Con nuestros seguros médicos de Saludsa, puedes dejar atrás esas inquietudes y concentrarte en lo más importante: tu recuperación. ❤️‍🩹  Coberturas por enfermedad 👉🏻 😷  🩺 Coberturas contra el cancer 🦷 Planes Dentales 🚃 Coberturas de viajes 🛫 Coberturas Nacionales e Internacionales 💉 Con sello de garantía hospitalaria al 100% ⚖️ 🙅🏻 Sin deducibles 🌟 🚫 💰 Sin reembolsos✍🏻  👩🏻 @helensegurosmedicos 📲 Contáctame al: 0983925795  #Guayaquil #Ecuador #SeguroMédico #AtenciónMédica #Medicina #PlanSeguroFamiliar #PlanSeguroInfantil #SaludSa #100PreCubierto #SeguroSalud"",1880,2024-05-27 02:24:16,0,0"
SolcaPortoviejo/192107524275402_762006579442796/192107524275402_762006579442796,Ministerio de Economía y Finanzas Ecuador Daniel Noboa  Azin,1881,2024-05-27 18:00:54,0,0
SolcaPortoviejo/192107524275402_762006579442796/192107524275402_762006579442796,Daniel Noboa  Azin,1882,2024-05-29 16:06:48,0,0
SolcaPortoviejo/192107524275402_761998449443609/192107524275402_761998449443609,Xfavor como hago para agendar un turno x a primera vez...Xk quiero saber sobre mi salud,1884,2024-05-23 20:51:11,0,1
SolcaPortoviejo/192107524275402_761998449443609/192107524275402_761998449443609,Ojalá que Dios mediante puedan pagar a solca más que todo del Msp que yo soy paciente y no tengo recursos para realizar estudios y soy paciente oncologa..,1885,2024-05-24 01:14:09,0,0
SolcaPortoviejo/192107524275402_761760932800694/192107524275402_761760932800694,Buenos días me pueden decir dónde están ubicados necesito q me ayuden porque me salió eso en mi nariz y no se q es solo q en momentos de estrés siento q se pone grande y la verdad es q me da miedo q sea algo malo,1888,2024-05-31 11:37:55,0,0
SolcaPortoviejo/192107524275402_760929482883839/192107524275402_760929482883839,🙏🙏,1892,2024-05-23 14:07:39,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Que en Paz Descanse ✝️,1894,2024-05-21 21:59:31,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Que de Dios goce. Amen,1895,2024-05-21 22:45:20,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Descanse en paz.🙏🙏🌹,1896,2024-05-21 22:53:47,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,AMEN,1897,2024-05-21 23:26:09,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Descanse en paz,1898,2024-05-22 00:08:09,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Descanse en la Paz del Señor Jesucristo. Amén.,1899,2024-05-22 01:21:36,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Mucho valor tiene a los ojos del Señor la muerte de sus fieles. SALMO 116:15,1900,2024-05-22 01:32:48,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Sentido pesar Lcda Yomana Safadi Orlando,1901,2024-05-22 02:51:54,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,🙏🙏🙏,1902,2024-05-22 02:52:37,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,QEPD 🪦🌹🙏,1903,2024-05-22 03:01:26,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,MI VIEJO AMIGO DESCANSE EN PAZ.  SENTIDAS CONDOLENCIAS S SUS FAMILIARES,1904,2024-05-22 03:12:14,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Yomi Safadi sentido pésame mi estimada Yomana..un abrazo a la distancia,1905,2024-05-22 03:27:36,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,🙏🏻,1906,2024-05-22 04:04:13,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Sentido pésame licenciada,1907,2024-05-22 10:24:27,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Mis sentidas condolencias para su familia,1908,2024-05-22 21:00:46,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,QEPD 🙏🙏🙏 FORTALEZA Y RESIGNACIÓN A LA FAMILIA LE ACOMPAÑO EN SU DOLOR ESTIMADA YOMANA. UN ABRAZO.,1909,2024-05-23 00:30:07,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Muchas Gracias por sus condolencias y palabras de confort . Un abrazo muy fuerte .,1910,2024-05-23 00:57:08,0,0
SolcaPortoviejo/192107524275402_760841329559321/192107524275402_760841329559321,Q.P.D.  🕊️,1911,2024-05-23 03:46:12,0,0
"SolcaPortoviejo/192107524275402_760791186231002/192107524275402_760791186231002,""Asi es mi estimada Asambleísta, en Solca Manabi se tiende con calidez y calidad, yo soy paciente Oncologica y el trato que recibo tanto de médicos, enfermeras y todo el personal es exelente  la Sra. Presidenta  se la observa por todos los pacillos constatando el trabajo de cada uno y saludando de manera Amable, respetuoso y solidaria. Tenemos Fé que usted como asambleísta ayude a que el MSP y el Iess se pongan al día con la institución ya que somos mucho pacientes  que nos beneficia os de su atención, muchas gracias por preocuparse por los más necesitados 🙏🙏👍"",1914,2024-05-21 19:41:17,5,0"
SolcaPortoviejo/192107524275402_760791186231002/192107524275402_760791186231002,Que así sea 🙏 🙏 🙏,1915,2024-05-21 21:00:50,2,0
SolcaPortoviejo/192107524275402_760791186231002/192107524275402_760791186231002,🙏🙏🙏🙏🙏k sea posible el pago xq son muchos pacientes los k necesitan seguir su tratamiento,1916,2024-05-21 21:54:48,2,0
SolcaPortoviejo/192107524275402_760791186231002/192107524275402_760791186231002,Así es... Estamos rogando poder seguir con nuestro tratamiento.,1917,2024-05-21 23:47:28,1,0
SolcaPortoviejo/192107524275402_760791186231002/192107524275402_760791186231002,Adelante mí asambleísta,1918,2024-05-22 00:40:42,2,0
"SolcaPortoviejo/192107524275402_760791186231002/192107524275402_760791186231002,""Se le solicita urgente Sra Asambleísta interponer sus buenos oficios ante el gobierno Nacional que cancele la deuda a Solca-Portoviejo, en donde existen muchos pacientes oncológicos...por favor"",1919,2024-05-22 15:22:26,2,0"
SolcaPortoviejo/192107524275402_760791186231002/192107524275402_760791186231002,También soy paciente Oncologica desde hace 5 años y me siento muy triste por la situación que se está viviendo,1920,2024-05-22 15:23:35,1,0
SolcaPortoviejo/192107524275402_760791186231002/192107524275402_760791186231002,Me uno a todos uds para que sea atendido esta gran Institución  al servicio de la Salud  como es SOLCA    lo hago como ser humano consciente de la Ayuda Oncológica  que brinda a los pacientes que recurren en pos  del tratamiento  del Cáncer...agradecida con DIOS  y Solca....mi Hija es paciente de esta noble Institución,1921,2024-05-22 17:40:21,2,0
SolcaPortoviejo/192107524275402_760791186231002/192107524275402_760791186231002,Esta institución es privada y nunca ayuda a los pobres que hasta por un simple papel lo cobran  de ser investigada por fiscalia,1922,2024-05-22 23:26:39,1,0
SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,🙏🙏🙏🙏🙏,1926,2024-05-21 02:25:35,1,0
SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,🤍,1928,2024-05-21 03:08:22,1,0
"SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,""Ojalá que se pueda solucionar pronto, porq lamentablemente el cáncer no espera. Somos muchos pacientes q podemos morir."",1929,2024-05-21 04:19:21,0,0"
SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,Que llegue pronto,1930,2024-05-21 06:29:39,1,0
SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,Qué buena noticia. Espero que pronto se solucione este inconveniente y podamos seguir avanzando con nuestros tratamientos. Muchas gracias Sra. Directora por su excelente trabajo en bien de todos los pacientes de Solca. Dios la bendiga.,1932,2024-05-21 11:52:25,1,1
"SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,""Lamentable, pero los hospitales son la secuencia de las grandes élites y farmacéuticas, los médicos estan  adiestrados para tratar a las personas con está enfermedades como clientes, más no como pacientes, aquí NO tratan la causa del mal, aquí atacan con radios y quimios y eso es una tortura!. les enferma más!!! Dios ampare de está terrible realidad."",1933,2024-05-21 12:32:02,0,0"
SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,Morenita Feliz,1935,2024-05-21 16:52:21,0,0
"SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,""Mujeres con un corazón grande, Dios las bendiga por siempre ,mis choneritas hermosas , humanas , al servicio de la humanidad 🙏🏻."",1936,2024-05-21 17:08:09,1,0"
SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,Q llegue pronto,1937,2024-05-21 20:07:04,1,0
SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,🙏🙏🙏🙏,1938,2024-05-21 22:06:24,1,0
"SolcaPortoviejo/192107524275402_760316316278489/192107524275402_760316316278489,""Dios mediante que se solucionen pronto todos estos inconvenientes los cuales afectan directamente a los pacientes ya sean niños o adultos, si se nos descuenta mes a mes un seguro y en toda compra o pago de servicios se nos cobran impuestos, por lo menos que este tipo de convenios los mantengan al dia pagos"",1939,2024-05-28 16:41:22,0,0"
SolcaPortoviejo/192107524275402_759297673047020/192107524275402_759297673047020,Felicitaciones a todos los medicos de Solca.,1941,2024-05-19 15:31:29,0,0
SolcaPortoviejo/192107524275402_759297673047020/192107524275402_759297673047020,🌟 Salud a tu alcance 🌟  Te acompaño en la búsqueda del plan de salud ideal para ti y tus seres queridos. Juntos encontraremos la mejor opción para cuidar de lo más valioso: tu bienestar y el de tu familia. 🤝🏻  ¡Haz de la salud una prioridad hoy mismo! 💪❤️   👩🏻 @helensegurosmedicos 📲 Contáctame al: 0983925795  Obtén un Seguro Médico Familiar 👇🏻  🏥 100% en hospitalización 👨‍⚕️ Todas las especialidades médicas. 📱 100% digital con nuestra app. 🔬 Exámenes de laboratorio. 💊 Medicinas. 🦷 Plan dental. 🗺️ Alcance Internacional.  📣SIN REEMBOLSO🫵🏻  #Guayaquil #Ecuador #SeguroMédico #AtenciónMédica #Medicina #PlanSeguroFamiliar #PlanSeguroInfantil #SaludSa #100PreCubierto #SeguroSalud,1942,2024-05-22 00:06:31,0,0
SolcaPortoviejo/192107524275402_758753429768111/192107524275402_758753429768111,Que alegría.  Bendiciones  Ya podemos ir los que somos derivados del IESS,1949,2024-05-18 15:43:22,0,0
SolcaPortoviejo/192107524275402_758753429768111/192107524275402_758753429768111,Los costos no son tan bajos. Más bien son muy caros.,1951,2024-05-18 17:12:15,0,0
SolcaPortoviejo/192107524275402_758753429768111/192107524275402_758753429768111,Solca Manabí en salud lo mejor para tí,1952,2024-05-18 19:43:55,0,0
SolcaPortoviejo/192107524275402_758753429768111/192107524275402_758753429768111,FELICITACIONES MIS QUERIDOS AMIGOS.,1953,2024-05-19 00:18:43,0,0
"SolcaPortoviejo/192107524275402_758753429768111/192107524275402_758753429768111,""Mi humilde criterio es que estás campañas no solo deberían quedar allí, sino que debería ser una política pública en la prevención tanto en las mujeres como en los hombres, debería ser obligatorio y sin costo alguno, es más, deberían multar a quienes no concurran a los controles, porque el Estado Ecuatoriano invertirìa menos en la prevención que en tratar de curar a los pacientes en esta categoría, y mantendría a una población en salud y más eficiente en su vida diaria ya sea profesionalmente que familiar. Felicitaciones a los organizadores de esta campaña que siempre se comienza por algo en beneficio de la comunidad ecuatoriana. Es bueno Att. 🌹"",1954,2024-05-19 20:19:04,0,0"
SolcaPortoviejo/192107524275402_758753429768111/192107524275402_758753429768111,Disculpe ya están atendiendo a los pacientes que tiene convenio con el ministerio de Salud pública .????! 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼  Estaré pendiente de su respuesta .,1955,2024-05-20 01:39:33,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Descanse en paz,1957,2024-05-18 12:41:12,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Mi solidaridad con el dr Bosco Barberán y su esposa Natacha brum de Barberán,1958,2024-05-18 12:42:01,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Un abrazo por los momentos de dolor a la familia Barberan,1959,2024-05-18 13:16:22,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Sentidas condolencias.,1960,2024-05-18 14:54:37,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,AMEN,1961,2024-05-18 18:03:08,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Mis sentidas condolencias por el sensible fallecimiento,1962,2024-05-18 18:35:16,0,0
"SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,""Mis sentimientos de pesar Dr Bosco Barberan por la partida de amada madrecita, QEPD."",1963,2024-05-18 20:57:52,0,0"
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,QEPD 🪦🌹🙏,1964,2024-05-18 21:11:49,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Sentidas condolencias al Dr Bosco Barberan Mera y a su querida familia,1965,2024-05-18 22:52:54,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Nuestro sentido pésame a la familia en especial al Dr Bosco Barberan QDEP y de Dios goce,1966,2024-05-18 22:58:12,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Mi sentido pésame para el  Dr Bosco Barberán Mera y su distinguida familia,1967,2024-05-19 01:03:14,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Sentido pesame al Dr.Bosco Barberan Mera por el fallecimiento de su sobrina que en paz descanse,1968,2024-05-19 01:11:50,1,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Sentidas condolencias dolencias al Dr  osco  ar eran y a su distinguida familia.,1969,2024-05-19 02:46:41,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,QEPD y Dios la tenga en su Gloria. Consuelo a sus familiares..,1970,2024-05-19 11:03:39,0,0
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,🙏🏻,1971,2024-05-19 12:51:34,0,0
"SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,""DR BOSCO BARBERAN, MI SENTIDO PESAME POR EL FALLECIMIENTO DE SU SOBRINA"",1972,2024-05-19 16:57:10,0,0"
"SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,""Sentido pesar a lo Drs Bosco Barberan, Juan José y José Luis Barberan"",1973,2024-05-20 02:36:18,0,0"
SolcaPortoviejo/192107524275402_758384449805009/192107524275402_758384449805009,Sentidas condolencias para el amigo y compañero Dr. Bosco Barberan y su distinguida familia.🙏🙏🙏,1974,2024-05-21 16:55:34,0,0
"SolcaPortoviejo/192107524275402_758354869807967/192107524275402_758354869807967,""Ojalá el IESS, de pronta solución a la problemática por lo adeudado a Solca , para las personas oncológicas puedan recibir el tratamiento requerido.Que Dios les de la sabiduría a los administradores del IES, para dar una pronta solución .Ya que es un derecho de todos los afiliados recibir dicha atención."",1978,2024-05-18 12:13:51,3,0"
SolcaPortoviejo/192107524275402_758354869807967/192107524275402_758354869807967,Dios Todopoderoso  brinde sabiduría y solidaridad a los Directores del IESS para dar solución a esta problemática económica que tiene con SOLCA que salva muchas vidas nuestra gente oncologica necesita de su tratamiento y no es posible su interrupción porque de este tratamiento que SOLCA brinda y ayuda a salvar vidas es urgentemente necesario  Gracias SOLCA gracias IESS necesitamos su AYUDA,1979,2024-05-19 01:03:53,0,0
"SolcaPortoviejo/192107524275402_758354869807967/192107524275402_758354869807967,""De esta misma manera también deberían acercarse los del MSP para que den pronta solución, para que así los pacientes que vienen con convenio del MSP puedan recibir sus tratamientos con normalidad. Que el Señor todopoderoso de sabiduría a estas entidades para que todos los pacientes puedan ser atendidos y gocen de todos los beneficios que dan en Solca, Buen día, bendiciones 🫂"",1980,2024-05-19 11:50:24,1,0"
SolcaPortoviejo/192107524275402_758354869807967/192107524275402_758354869807967,Por el bien de los pacientes derivados del IESS a Solca que se de un pronto desembolso de los valores adeudados para una pronta atención de los pacientes que llegan por atencion a este lugar .,1981,2024-05-20 16:55:17,0,0
SolcaPortoviejo/192107524275402_758354869807967/192107524275402_758354869807967,Y que del MSP cuanto dinero les deben a Solca Manabi pues ahora todo examen cuesta y no son baratos pues como hacemos nosotros los pobres que no tenemos dinero para hacer los exámenes para nuestros familiares y  lo digo porque no puedo pagar los exámenes a mi esposa COMO HACEMOS,1982,2024-05-20 19:54:31,0,0
SolcaPortoviejo/192107524275402_758145969828857/192107524275402_758145969828857,Basta Rosita Amanda lo mejor duela a quien le duela 😁,1988,2024-05-18 02:09:17,0,0
SolcaPortoviejo/192107524275402_907140628090527/192107524275402_907140628090527,Éxitos Dr. Roberth Delgado,1990,2024-05-17 23:02:05,0,0
SolcaPortoviejo/192107524275402_757685296541591/192107524275402_757685296541591,Felicidades 🎉🎊,1999,2024-05-17 02:41:04,0,0
SolcaPortoviejo/192107524275402_757685296541591/192107524275402_757685296541591,Excelente.. ENHORABUENA,2000,2024-05-17 03:28:00,1,0
SolcaPortoviejo/192107524275402_757685296541591/192107524275402_757685296541591,Excelente oportunidad para aquellos profesionales que quieran continuar con su carrera profesional.... Felicidades,2001,2024-05-17 03:50:45,0,0
SolcaPortoviejo/192107524275402_757685296541591/192107524275402_757685296541591,La vinculación de la academia con la salud es importante para seguir fortaleciendo la profesionalización médica y ponerlo al servicio de la colectividad. Excelente gestión,2003,2024-05-17 16:33:48,0,0
"SolcaPortoviejo/192107524275402_757685296541591/192107524275402_757685296541591,""FELICITACIONES A ESTAS DOS INSTITUCIONES, POR TENER EL GRAN ACIERTO DE IR JUNTOS EN TEMAS DE SALUD, QUE VA A BENEFICIAR A PROFESIONALES MANABÍTAS EN SU AFÁN DE CAPACITARSE, Y QUE MEJOR HACERLO EN NUESTRO PROPIO TERRITORIO. ADELANTE DRA. RUTH  PRINCIPAL DE SOLCA Y DRA XIMENA  GUILLEN VIVAS, CÓMO TAMBIÉN AL ARQUITECTO JAIME ALARCON"",2004,2024-05-17 17:33:41,0,0"
SolcaPortoviejo/192107524275402_757685296541591/192107524275402_757685296541591,Felivitaciones,2005,2024-05-17 21:07:43,0,0
SolcaPortoviejo/192107524275402_757685296541591/192107524275402_757685296541591,Felicitaciones dra Ruth Rivera en sus funciones la mejor de la mejor,2006,2024-05-17 21:09:10,0,0
SolcaPortoviejo/192107524275402_757685296541591/192107524275402_757685296541591,Exelente,2007,2024-05-17 23:58:29,0,0
SolcaPortoviejo/192107524275402_757685296541591/192107524275402_757685296541591,Muchas felicidades,2008,2024-05-19 01:36:56,0,0
SolcaPortoviejo/192107524275402_757666056543515/192107524275402_757666056543515,Cuando uno quiere donar el cabello q tanto de centímetros le sirve ???,2010,2024-05-17 02:04:32,0,0
SolcaPortoviejo/192107524275402_757666056543515/192107524275402_757666056543515,🙏🏻,2011,2024-05-17 15:56:46,0,0
SolcaPortoviejo/192107524275402_757575239885930/192107524275402_757575239885930,Felicitaciones,2013,2024-05-17 14:54:53,0,0
SolcaPortoviejo/192107524275402_757575239885930/192107524275402_757575239885930,Excelente 👏👏👏👏👏,2014,2024-05-18 00:36:25,0,0
"SolcaPortoviejo/192107524275402_757473573229430/192107524275402_757473573229430,""SOLCA ES VIDA..GRACIAS,GRACIAS, GRACIAS"",2018,2024-05-16 19:26:44,0,0"
