username,timestamp,comment
@emilio_tuma,2020-04-05T16:15:38.000Z,ayude a equipar tambien en las pequenas provincias para estar preparados y no esperar que llegue usted es muy inteligente y se que vamos a vencer esto ayudeme en tosaguamanabi las autoridades dice que no tenemos un hospital de salud preparando 
@emilio_tuma,2020-04-05T16:11:32.000Z,ottosonnenh  lenin  salud_ec  ministeriodesa4  porfa ayudenos a que nos equipen un hospital en tosagua manabi las autoridades dice que no estamos preparados para combatir esto aca 
@29752emilio,2020-04-05T11:33:36.000Z,por favor sr presidente manabi tambien requiere insumos para nuestros medicos enfermeras y personal de servicios hospital del iess manta hospital metropolitano portoviejo
@peperosado28ho1,2020-04-04T23:43:51.000Z,buenas noches por favor no se olviden del hospital anibal gonzalez alava de la ciudad de calceta en manabi  se necesitan pruebas para el covid desde el martes pasado y hasta ayer no se le habia hecho la prueba  y es una adulta mayor
@javiersornozaor,2020-04-04T22:12:31.000Z,venga a jipijapa manabi aqui en este hospital mucha gente a muerto por falta de oxigeno y medicina en este hospital lamentable lo que pasa en nuestro canton
@lag_1961,2020-04-04T20:52:37.000Z,justamente el terremoto de manabi los delato  hasta ahora no se sabe que hicieron con las donaciones de gobiernos amigos y pedernales sin hospital  aunque en realidad en los 10 anos de desgobierno se graduaron no de ineptos sino de corruptos siendo los peores de la historia
@ledropp,2020-04-04T19:39:40.000Z,cuantas camas tiene el hospital movil de pedernales cuantas camas y uci hay en la zona norte de manabi cuyos hospitales se cayeron el 16a y hasta ahora no se han reconstruido que esta haciendo salud y  gad_san_vicente   para mitigar un potencial brote de covid19 en el canton
@Manabi11541938,2020-04-04T15:43:50.000Z,el video de new york fue en ecuador noticia confirmada por el mismo hospital
@MashiTigre,2020-04-04T13:18:55.000Z,antes d ayer el ministro d salud expreso que en guayaquil no hay problemas en los hospitales la cnn le hizo ver en un video lo contrario y se quedo callado pretenden en santaelena habilitar un hospital para gente tmbn d manabi a pesar q ya esta colapsado
@FannyLu69400978,2020-04-04T02:45:37.000Z,soyfdelrincon  saludos desde manabi jipijapa ecuador esto esta pasando en nuestra ciudad ya van aprox 34 cadaveres y las autoridades no hacen los peor q el hospital no vale no hay insumos para los trabajadores de la salud sos para jipijapa
@FannyLu69400978,2020-04-04T02:27:58.000Z,cnnee   conclucovidlatam6 buenas noches saludos desde manabijipijapa ecuador nos tienen abandonados x las autoridades locales ya van casi 34 muertos y nadie dice nada ayuda x favor nos tienen olvidados el hospital no vale carece de todo
@FannyLu69400978,2020-04-04T02:24:02.000Z,cnnee  un saludo desde ecuador estoy viendo su programa x favor hacer publico q en manabi jipijapa las autoridades no estan haciendo nada nos estan dejando morir ya van como 34 muertos y las autoridades no se pronuncias el hospital no brinda  falta de insumos medicos
@DariusVe1,2020-04-04T01:39:52.000Z,mashirafael   los de pedernales manabi todavia siguen esperando las casas y el hospital del dinero donado tienen un trailer como hospital prohibidoolvidar
@hnico7,2020-04-04T01:21:04.000Z,cara de tuco miseria humana y lo q dejaste de herencia voz y tu bandamanabi q fue lo mas duro del terremoto del 16a pedernales epicentro sin hospital con todo el dinero donado recaudadochone y bahia lo mismo sin hospitalse robaron hasta la esperanza existen gente aun sin casa
@mashidavila,2020-04-04T00:08:47.000Z,sr alcalde por que no rehabilita el antiguo hospital del seguro en la calle manabi y benalcazar  ahi deben haber camas
@washingtonartu3,2020-04-03T04:54:09.000Z,soyfdelrincon   por favor difunda esta noticia que es tan triste ver como se esta muriendo la gente en jipijapa no hay lo basico en el hospital jipijapa es canton de la provincia de manabi del ecuador
@Bernard24871827,2020-04-03T00:35:23.000Z,en jipijapa manabi la gente se estan muriendo llegan al hospital y mueren xq no hay oxigeno y nadie dice nada solo dicen q es de paro cardiaco
@verozavala87,2020-04-02T23:12:37.000Z,carlosverareal  tinocotania  ottosonnenh  salud_ec  un nino llevando en brazos a su padre en jipijapa manabi necesitamos ayuda no se cuenta ni con oxigeno en el hospital 
@SheilaCaarte,2020-04-02T19:59:03.000Z,andrespaezec  en el hospital de jipijapa _manabi no hay insumos medicos no hay oxigeno no hay equipo de seguridad para los medicos no hay pruebas para examenes covid la gente se esta muriendo
@nimazoza,2020-04-02T18:55:06.000Z,a parte de quedarnosencasa como medio primordial de prevencion se necesita del gobierno el hospital de jipijapa recibe muchos pacientes del sur de manabi no cuenta con insumos de proteccion para el personal ni con recursos para dar las atenciones primarias q el virus exige
@ferrinaray,2020-04-02T04:43:28.000Z,hospital de especialidades mejora de hospital verdi cevallos en portoviejo mejora del hospital rodriguez zambrano de manta aparte en chone jipijapa el carmen entre otros si no eres de manabi no opines
@ibarraserrano,2020-04-02T02:48:13.000Z,soyfdelrincon   hoy murio una persona en el hospital de jipijapa manabi por falta de oxigeno no hay insumos equipos de proteccion  el personal sanitario esta contagiandose rapidamente y ya hay algunos que perdieron sus vidas
@javiersornozaor,2020-04-01T22:26:32.000Z,senor presidente en el hospital de jipijapa manabi hasta ayer no habia oxigeno estamos tan abandonado que la gente estan perdiendo la vida
@INIAPECUADOR,2020-04-01T21:01:12.000Z,esta entrega fue realizada al hospital publico anibal gonzalez alava del canton bolivar hospital napoleon davila cordova y al hospital del iess del canton chone en la provincia de manabi
@ceciliabravo12,2020-04-01T20:09:56.000Z,de que dolor del terremoto hablas  si se feriaron toda la plata que era para manabi y esmeraldas  sabes que todavia no tenemos hospital en pedernales    y vienes a hablar de dolor  hipocrita 
@verozavala87,2020-04-01T17:19:40.000Z,ottosonnenh  paulgranda  salud_ec  en el hospital basico d jipijapa manabi no contamos con oxigeno ni hablar de todo lo que hace falta  porfavor necesitamos de su ayuda por lo menos con el oxigeno  
@vicentagiler22,2020-03-31T05:03:39.000Z,renuncia inepto vago mediocre basura lacra renuncia ten decencia miserable eres una bazofia miserable para el robo la mafia en manabi estan llevandose en peso el hospital del iess portoviejo
@AnaCeva54221509,2020-03-30T22:08:28.000Z,en el canton el carmen de la provincia de manabi hay 7 casos con sintomatologia de problemas respiratorios severos aun no esta confirmado que sea covid 19 pero no tenemos hospital al 100 equipado no tenemos uci por favor no se puede esperar mas
@antonio1979saba,2020-03-30T15:35:46.000Z,no tenemos agua en jipijapa canton  de manabi ni para lavar los platos ni para bajar la valvula del bano  esto pasa por el sector del hospital ciudadela parrales iguales por favor llamele la atencion que nos den agua
@asantana211,2020-03-30T14:45:12.000Z,seria bueno que los hospitales en manabi no solo tengan un bonito nombre pero que existan por que no hay un buen hospital en pedernales a los hospitales en manta y portoviejo todavia les falta mucho y fueron muy afectados x el terremoto de 2016 ottosonnenh  lenin  salud_ec
Luis@gmail,2020-03-30T00:20:33.000Z,ottosonnenh  senor vicepresidente le envio esta foto de la realidad que estoy viviendo con mi mama aca en manabi en el hospital verdi cevollos
@SonadoryReal36,2020-03-29T22:27:25.000Z,claro seguro los hubiera ubicado en el hospital que prometio a manabi despues del terremoto verdad  tanta gente ignorante todavia cree en ese ladron de a belga
@BARCEFRISQUI,2020-03-29T14:08:23.000Z,el q murio primero aqui en el hospital del iess hasta dnd tengo entendido era un profesor q trabajaba en jipijapa pero oriundo de guayaquil no se si sera x eso q no lo contabilizaron como el primero de manabi ojo eso es lo q creo
@DanielitoVit,2020-03-29T12:56:13.000Z,tres anos en el poder y hasta ahora la gente de manabi tienen su casa y mas aun su hospital y  viene este pautas hablar tonteras
@dayannamonroy,2020-03-28T22:10:54.000Z, no hay saturacion de camas hospitalarias asegura el ministro de salud  juancarloszev16  dice que existen 160 hospitales habilitados en el pais en manabi esta disponible el hospital de portoviejo  teleamazonasec
@AlexMen72684677,2020-03-28T21:21:59.000Z,no es solo el tema de los insumosel hospital de especialidad de manabi hace de las suyas ya que subio al portal de compras  publicas la sie donde los parametros para contratacion son muy exagerados mas bien ya parece que esta direccionado a el ganador
@Embajador_CJ,2020-03-28T16:42:24.000Z,esto lo estamos viviendo no sean cara dura tracalada de incompetentes acaso no lo eatamos viviendo somos nosootros los que vamos al hospital los que estamos en casa con nuestra familia sin ninguna atencion
@MariaSilviaMal2,2020-03-28T14:02:59.000Z,debe estar callado se ve mejor en el terremotose robaron la plata y hasta hoy hay carpas por vivienda y hospital en manabi prohibido olvidar
@JusticiaECU593,2020-03-28T03:04:29.000Z,debe trasladarlo a un hospital o clinica de una provincia con menos casos y cercana a guayaquil manabi azuay o el oro
@juanjosepad21,2020-03-27T23:29:23.000Z,enano incompetente esas cifras no son las verdaderas hay una cantidad exorbitante en el hospital de calderon en quito todos los dias mueren en manabi tambien y encima quieren llevarse los respiradores artificiales de manabi a guayas vayanse a la pu que los pario
@C_SanchezM,2020-03-27T18:42:16.000Z,por que entre la lista de fallecidos no consta manabi  hace una semana fallecio una persona el hospital del iess de manta que fue confirmado cuantos mas no habran en estos informes
@chenter1985,2020-03-27T04:04:35.000Z,mi primo tubo que pagar su propio examen con sus ahorros dio positivo fue al hospital y le dijeron que valla a su casa el tubo contacto con muchas personas tanto haci que el hermano de el esta en manabi portoviejo con sintomas se ah llamado al 171 al 911 se pide ayuda
@Emigdio_Quimis,2020-03-27T03:30:00.000Z,otra seria la historia si bazofia hubiera equipado y puesto en funcionamiento el hospital de especialidades el mas grande del pais de la ciudad de portoviejo ah pero como seria un icono de la obra de correa y por ser manabi un bastion de la rc lo dejaron de lado
@DocLzn,2020-03-27T00:51:14.000Z,se te van las babas no  quieres venir a robar lo que van a donar sin verguenza hasta ahora esperan en manabi que restaures el hospital de manta o que hayas hecho algo por pedernales llegaste a lo cinico
@Manabisincorru2,2020-03-27T00:33:24.000Z,ottosonnenh  dese una visita a el hospital iess portoviejo  y constate su realidad ottosonnenh   como designan en manabi autiridades a dedo por parte de  ma_luisa_mo  y y su amiguita de confianza maria cecilia artega que maneja los hospitales y los negocia con proveedores
@i_Afrodita1,2020-03-26T23:18:39.000Z,a mi me llamaron a trabajar al hospital directamente el de especialidades pero me mandan a la guerra sin armas entonces no
@rodriguezvane,2020-03-26T22:28:39.000Z,imaginate que el hospital movil de pedernales que funciona porque despues del terremoto no han podido construir un hospital de verdad lo quieren llevar a guayaquil dejando desprotegida al norte de manabi y al sur de esmeraldas
@bluedemz,2020-03-26T18:12:52.000Z,y diga que harao no va a mover un dedo de lo que se van a llevar el hospital de manabi el viceministro de salud porque no se pronuncia deje de ser inepto hasta cuando atropellan y no pasa nada
@PrefecturManabi,2020-03-26T18:00:15.000Z,organizaciones de asistencia social que atienden a grupos prioritarios como hospital basico pichincha fundacion casa hogar de belen y funteman recibieron alcohol y mascarillas por parte de la prefectura
@Embajador_CJ,2020-03-26T15:56:32.000Z,hay un monton de medicos contagiados el jefe de uci del hospital de ceibos norte del iess dio positivo  sigo preguntando por que no pedimos ayuda a cuba  mashirafael  resuelva 
@TaniaAq3,2020-03-26T04:15:49.000Z,que experiencias le dio el terremoto yo soy de manta y tengo que ver todos los dias la monstruosa obra de puentes innecesarios que no estan terminados que se perjudico a manabi con 80 millones de todos los ecuatorianos tenemos 5 pasos elevados inconclusos pero no tenemos hospital
@JoseBoscoMendo1,2020-03-25T18:58:19.000Z,no estamos de acuerdo con la ligereza que habla este dr carrascomanabi tiene su hospital de especialidades listo en equipamiento y queremos que se contrate o se traslade intesivistas  al area de uci no permitimos desmantelamiento del hospital especialidades de portoviejo
@IsAvellan,2020-03-25T13:13:26.000Z,drcarrasco_ urgente no puede ser posible que el senor viceministro de salud de ecuador dr ernesto carrasco manifieste publicamente que el hospital movil de pedernales en manabi sea trasladado a la ciudad de guayaquil para enfrentar los altos niveles de covid19
@CarlosMiguelFC,2020-03-25T06:16:20.000Z,escuche un extracto del alcalde de sdt q daba a entender un aumento de usuarios de guayas y los rios en el hospital de allaen manabi cierta gente fue a quemar unas villas xq se dijo q podrian ser adaptadas para pacientes covid
@mmendozabelen,2020-03-25T06:09:52.000Z,que hay la opcion de trasladar los equipos de terapia intensiva de un hospital de manabi a guayaquil se llevarian lo poco que tiene la provincia una cosa mas con la salud no se juega
@Nestor_dani90,2020-03-24T12:15:06.000Z,donde esta la plata del terremoto mmv donde esta el hospital para manabi aun viven en carpas y te haces el sabido deja de jodernos chch de tu madre
@joseplazatomala,2020-03-24T01:16:08.000Z,muy de acuerdo lisandro ahora donde estan esos borregos siguen cegados escribiendo boberias en lugar de reflexionar todo el dano que ocasionaron piden que vuelva alguien que no pudo luego del terremoto hacer un hospital en manabi
@PascualinaRM,2020-03-23T23:14:01.000Z,gracias sr ministro recuerde que en la privincia de manabi despues del terremoto muchas ciudades se quedaron sin hospital no quiero imaginar un foco de infeccion en esas ciudades y que los habitantes no tengan donde acudir por ejemplo bahia de caraquez
@LoreVQ,2020-03-23T20:17:27.000Z,ignorancia en todo su esplendor me da pena manabi y cuando falte donde albergar enfermos ahi los quiero ver cuando sus familias no puedan acceder a un hospital por falta de camas
@Javi98301697,2020-03-23T13:02:00.000Z,enhorabuena por el ministerio de salud soy cirujano toracico del hospital vall dhebron de barcelonaespana y soy de manabi me pongo a su disposicion para ayudar desde aqui a nuestro pueblo de ecuador un abrazojuanczevallos
@tavomoreira1,2020-03-23T04:04:33.000Z,andrescarrion2   tenemos una denuncia grave q  ottosonnenh  conoce  director zonal salud manabi traslado personal enfermeria hospital chone al hospital especialidades portoviejo acto contrario a la ley
@SonadoryReal36,2020-03-22T20:13:35.000Z,no concuerdo con ud lo del terremoto nunca lo manejo bien creo un impuesto segun para ayudar a los afectados y despues nos enteramos que ese dinero se lo rifaron prometio un hospital para manabi quedo en promesas ese delincuente que este mejor bien lejos
@edwinonavarrete,2020-03-22T17:34:54.000Z,no haga quedar mal a manabi de 20 alcaldes que compro a zambrano le quedaron  8 y 6 siguen siendo de zambrano y sus corruptosel ladron correa se quedo con la plata de ayudas y hospitales recuerda que parte del hospital de portoviejo se derrumbo por mal construido
@Nestor_dani90,2020-03-22T14:03:17.000Z,ni lo del terremoto prometio aun siguen viviendo en carpas y el hospital de manabi ni una piedra
@Jesusdogcev1,2020-03-22T06:37:55.000Z,han hecho destrozos con la salud en este y el anterior gobierno no conozco un director inteligente y de trayectoria en ningun hospital de manabi puros chupamedias con escasa preparacion que necesitan el puesto si tienen mas de  dos neuronas ya no aplican al puesto
@Manabi11541938,2020-03-21T23:57:05.000Z,puedes leer por favor el documento del fmi sobre los hospitales y equipamiento el problema es la gestion actual que no aprovecho  nada y al contrario elimino el hospital de neatologia
@LeoPattym27,2020-03-21T19:20:43.000Z,es una verguenza que el hospital de mi ciudad hospital verdi cevallos de portoviejo manabi estan sin insumos de proteccion de bio seguridad los medicos y para medicos urgente
@LeoPattym27,2020-03-21T19:08:15.000Z,que envien insumos al hospital verdi cevallos de portoviejo manabi el personal de la salud necesita ya no tienen
@LeoPattym27,2020-03-21T18:55:20.000Z,estamos en los hospital verdi cevallos de portoviejo manabi sin insumos insumos de proteccion ayuda urgente soy familiar de personal del hospital y profesional de la salud tambien es una lastima que el gobierno no  de este al tanto de lo que sucede en los hospitales del pais sos
@andydomopila,2020-03-21T14:41:48.000Z,pero el robo del correa en el hospital del guasmo estan atendiendo el covid 19 y quien lo iso el virus de correa  en manabi el de especialidades y el del iess en mante en quito el hospital del sur y los subcentros tipo c q estan activos el odio es mas si no q seria voy
@Velzam2,2020-03-21T07:23:14.000Z,en manta en el hospital no dan las protecciones necesarias para el personal medico  y asi esta pasando en todo manabi estan haciendo recolecta para comprarles mascarillas a los doctores
@FelixBravo803,2020-03-21T04:36:33.000Z,estos hp se creen que tienen el poder absoluto asi son estos hp inoperantes se creen que se las saben todas y juegan con el pueblo aca en manabi aun no se toma el pedido del alcalde de manta de usar el campamento del aromo como hospital de infectologia inoperantes
@joselomera,2020-03-21T02:57:32.000Z,titoniltonm  nakinveliz  gobernador de manabi y autoridades del hospital verdi cevallos verificaron abastecimiento de insumos para profesionales de salud equipamiento e infraestructura de esta entidad en caso de recibir a pacientes que necesiten hospitalizacion ante covid19
@Vivianapp_,2020-03-21T02:09:42.000Z,en portoviejo banco comercial de manabi dono insumos para los que trabajan en el hospital verdi cevallos
@tavomoreira1,2020-03-20T19:53:38.000Z,sr vice  ottosonnenh  es imperdonable direct zonal salud manabi dispuso traslado personal enfermeria hospital chone al verdi y especialidades portoviejo abuso d poder chone sin hosp contagio mayor viaje permanente chone d pie y mas  fiscaliaecuador  cnamanabi  mariapaularomo
@MariaLuisaCev11,2020-03-20T15:08:40.000Z,si continuan con los ineptos en la zonal 4 de manbi y el hospital rodriguez zambrano todos estaremos bajo tierra sos  a la salud de manabi principalmente manta en donde tenemos mas casos de covid19
@MariaCe43361379,2020-03-20T04:33:05.000Z,se nota que no conoces manabi porque estas preguntando el hospital de especialidades en portoviejo el puente de san vicente en bahia hospital de manta solo por mencionar las mas importantes no hables sino conoces
@yandry2244,2020-03-20T04:12:44.000Z,nakinveliz  ayudenos de tal mner que el hospital de especialidades adquiera la medicacion aca en manabi somos 26 pacientes
@LaMalenita25,2020-03-19T21:08:31.000Z,te comprendo mi familia esta dispersa mi papa en manabi con algunas de mis hermanas otras aca en gye mi mama y mi hermana en eeuu trabaja en un hospital donde hay pacientes con coronavirus el martes llore mientras me duchaba esto es duro para todos
@rubenbarciab,2020-03-18T19:47:22.000Z,solo manta y manabi con el costo de los puentes que estan botados hubieran construido un hospital con mas camas para pensar
@alpino64,2020-03-18T18:46:03.000Z,ottosonnenh  por favor doten de insumos de proteccion a los medicos en cuenca si lo hacen en hospital deportoviejo nada todos expuestos  laposta_ecu  ugaldetv  tvmanabita  manabi_noticias  quien nos atendera si los medicos atienden en esas condiciones
@DAFeroB,2020-03-18T13:07:52.000Z,hay una capacidad de 300 camas para esta emergencia puro estilo tercermundista ya con el h1n1 se demostro la poca inversion en hospitales atendiendo en carpas improvisadas todo el bla bla es solo fruto de millones en propaganda ah se robaron incluso lo del hospital de manabi
@andydomopila,2020-03-18T03:01:01.000Z,luis deja esa opcesion x ese hombre te va a llevar ala lokura mira aca en manabi el nuevo hospital del iess el hospital de especialidades q en 3 anos lenin no lo termino de equipar a hora asen falta medicos y el hospital de especialidades es el q va resibir los casos de coronabir
@andydomopila,2020-03-17T15:28:04.000Z,pero hoy en manabi y guayas reciben alos infectados en el hospital de especialidades en portoviejo y el del giasmo en los dos hay mas de 700 camas
@rodrigeotv,2020-03-17T08:07:40.000Z,jajaja q hospital el de los ceibos q no tenia nada o el de manabi q jamas reconstruyo eso si es ser hipocrita
@Na_Re1,2020-03-17T07:12:38.000Z,que pena  lahistoriaec  resulta que en manta solo esta habilitado el hospital del iess para atender casos confirmados y que solo 3 laboratorios estan habilitados en manabi sean sensatos y revisen bien la informacion de cada territorio
@MiltonMilbus22,2020-03-17T00:44:03.000Z,son tan ineptos que el infectado de manabi esta en su domicilioporque no lo llevan a un hospital lo pueden visitar en su casa y sigue contagiandoirresponsables  ottosonnenh  mariapaularomo  lenin  ecuavisa  eluniversocom  laposta_ecu  elcomerciocom  teleamazonasec
@puchi_78,2020-03-16T23:04:50.000Z,cataandramuno  ministeriosalud   dracatalina su ayuda urgente mi sobrina se encuentra en la maternidad de santa ana manabi el bebe ya se hizo popo dentro de la barriga y no le quieren dar el traslado al hospital de portoviejo el bebe y la madre de encuentra en peligro
@spiderman007SL,2020-03-16T13:14:31.000Z,todas las obras con sobreprecio  a las que se caen en pedazos  al hospital de manabi que nunca construyo  al sobreprecio de las ambulancias  a eso te refieres verdad  jajaja jajaja   
@LuisaCedeo18,2020-03-16T00:57:25.000Z,buena ivanpg parece que es pelucon p q nunca fue a 1 hospital del pais en epoca de correap q gracias a l  medicos cubanos muchos pudieron operarse gratuitamentele cuento en manabi en flavio alfaro rafael dejo 1 gran hospital q ayudaba a toda la provinciamuchos se beneficiaron
@joseelias84,2020-03-15T20:38:54.000Z,laemergencia sanitaria solo recae en los ciudadanos yo no he visto el gobierno en emergencia no se han desplegado ni un solo hospital movil en manabi hay ciudades donde no hay hospitales ademas en los hospitales no tiene reactivos para las pruebas del covid19
@tuhreenah27,2020-03-15T12:50:20.000Z,actually di man sa ingon manabi ang uban hospital staff for safety lang man na ang ilang gi think pero we still have data privacy man dapat honest lang jud ang patients kay daghan man gud sila maalahig and the hospital is willing to help them man pud
@hectoreliam,2020-03-14T20:10:48.000Z,esa av manabi hasta el hospital del iess full farron ley seca o te agarra la seca 
@azulyojosverdes,2020-03-14T16:21:36.000Z,por eso al hospital de especialidades de portoviejo le recorto lo que estaba asignado para ponerlo en funcionamiento y ahora es un centro de salud grande  fue disenado para ser un gran hospital y su odio a manabi y correa no lo permitio
@azulyojosverdes,2020-03-14T15:15:35.000Z,en portoviejo hay el hospital de especialidades que por su mala fe y odio a manabi y a correa le quito los recursos para que sea implementado y puesto en actividad total  lo unico que hizo fue cambiar el logo  y ahora es un gigante centro de salud
@Ibraila3,2020-03-14T03:43:53.000Z,salud_ec  coronavirus covid19ec  manabi  se registra primer caso sospechoso en flavio alfaro se trata de una enfermera del hospital basico irresponsablemente con antecedentes de familiares se presento a trabajar como si nada manana le haran la prueba
@Carmenmendoza24,2020-03-14T01:39:01.000Z,cnel_ep  las luminarias de la calle emilio hidalgo desde el hospital basico padre miguel fitzgerald hacia la calle pichincha en santabrita chone manabi por segunda noche a oscuras
@RichardLeonelM5,2020-03-12T03:25:41.000Z,ahora si el toma cuenta a la provincia de manabi  claro pero ante no la tomaba en cuenta pero como manabi tiene el 2 hospital mas grande del ecuador como lo es el hospital de especialidades de portoviejo hay si a dispuesto de dicho hospital que  pena me da de ver que a lo ultimo
@AceboBellita,2020-03-03T03:33:03.000Z,de que lugares seran  en manabi no hay un hospital que este en condiciones en caso de algun infectado
@AlFaroLibre,2020-03-02T06:31:25.000Z,la plena en manabi se repartieron los hospitales  se robaron la plata del terremoto botaron a los mejores medicos que reclamaron se llenaron de cubanos y en manta no hay un hospital decente
@Manabi11541938,2020-03-01T17:47:32.000Z,no lo digo yo dice el hospital que atendio a la infectada responsabilidad del gobierno por no tener adecuados procedimientos pero solo pasan mintiendo diciendo que todo esta bajo control
@RommJorge,2020-02-29T12:50:21.000Z,y tan preocupado por los hospitales en manabile cuento que zaruma esta sin hospital desde hace 3 anos pero como no es una poblacion con muchos habitantes a nadie le interesa esa carenciaquien podra defendernos
@EstebanOrtizMD,2020-02-27T18:22:14.000Z,les dije claramente que no hay hospitales con flujos laminares en ecuador que dia colegas de manabi me dijeron que el hospital de portoviejo tienen en planos la capacidad de tener flujo laminar pero que no esta operativo  y que todo era rumor 
@bis_01,2020-02-27T11:55:22.000Z,ese hospital sera igual a la refineria que hicieron en manabi 
@andres_veloz,2020-02-27T04:59:52.000Z,yo creo q la gente lo entiende mal no dice que van a construir un nuevo hospital sino q han designado 1 para atender todos los casos que se presenten y concentrarlos en uno solo aun no reconstruyen los hospitales del terremoto en manabi y va a estar ofreciendo construir ahora
@patriciodelgado,2020-02-27T01:02:53.000Z,lo primero que se debe hacer es revisar los estudios y la solicitud con que se hizo el requerimiento de reconstruccion o construccion de la infraestructura del hospital a la direccion zonal de salud manabi donde estan quien los tiene
@cveraalava,2020-02-25T03:47:45.000Z,hrz hospital emblematico de manabi entra en su etapa de repotenciacion para ofrecer un mejor servicio a la colectividad
@burbano_narcisa,2020-02-24T20:41:13.000Z,porque le tengo que felicitar a una ministra que no hace nada  una ministra mediocre que no se pone la camiseta del pais   sabe lo que sucede en manabicon el hospital  que esta haciendo por ayudar y brindar su apoyo  nadanada de nada
@pilyalban,2020-02-24T17:23:43.000Z,no senores miles de familia viven del turismo y perdon pero manabi a sido golpeada mas por la corrupcion y el regionalismo el hospital de especialidades esta a solo 40 m en lugar de impulsa la reactivacion economica de este hermoso puerto siempre buscan algo malo
@Rafaelarmen,2020-02-24T16:36:02.000Z,caradetuco no construyo el hospital para manabi aun contando con todos los recursos suficientes y mas y hablas y lo mas triste es q manabi ni se acuerde y seguira votando por el mashi delincuente y sus secuaces
@whiskypapa69,2020-02-24T00:43:58.000Z,esa es la manera defendiendo a manabi mientras elpeorgobiernodelahistoria esta de feriado nos dejan sin hospital en pleno feriado y con full turistas en las playas de manta  en manabi
@MezaJota1,2020-02-23T22:49:05.000Z,portoviejo es capital de manabi es la ciudad mas poblada por lo cual tiene mas camas tiene el hospital verdi cevallos el hospital de especialidades y el hospital del iess la gestion del hospital es del msp
@betico_azul,2020-02-22T15:20:08.000Z,si eres caretuco agradecerle a ese corrupto que se llevo la plata para la reconstruccion de manabi por el terremoto del 2016 hay que ser miserables donde esta el hospital de pedernales donde esta el hospital de bahia de caraquez y su reconstruccion mentirosos
@HolguerEC,2020-02-21T01:30:42.000Z,22 la bebe fue secuestrada del hospital buena fe en chone manabi la unase ubico el lugar donde la mujer tenia a la pequena el gir intervino en el rescate  policiaecuador  mingobiernoec  ecuador
@Siniestrus,2020-02-15T01:38:00.000Z,peor aun  mashirafael  hasta ahora no llega el hospital en pedernales bahia d caraquez y otros lugares d manabi pero lo q si llego son las coimas
@PepBohrquez,2020-02-14T22:39:18.000Z,verguenza de manabiabran los ojos manabas no voten por ratasboten a las ratas 4 anos y nada de hospital ni en bahia ni en pedernales dejen de ser giles
@Tabad__,2020-02-14T15:54:28.000Z,los perjudicados por el terremoto en manabi que aun reclaman el hospital desde la decadaperdida de correa deben protestar frente a la carcel de latacunga porque fueron glas y correa quienes administraron el dinero y que obviamente se lo robaron  https4pelagatoscom20180917maspruebasdequecorreaseferiolaplatadelterremoto
@BolonaRoberto,2020-02-13T18:54:07.000Z,a pedernales le robaron el hospital ya es hora de que devuelvan la plata que se reunio para mitigar el dolor de los manabitas luego del terremoto los de turno malversaron los fondos de manabi deben meterlos presos a los responsable ya
@IESS_SSC,2020-02-02T00:01:46.000Z,iessinforma  en referencia a los resultados del proceso de constatacion de insumos dispositivos medicos y farmacos en el hospital  iesshjca  comunicamos 
@WCheleA,2020-02-01T22:41:31.000Z,hoy la prensa manabita en tutlares grande ningun hospital de manabi esta preparado pa el coronavirus viva la patria
@vaazuag,2020-01-30T19:29:59.000Z,excelente noticia ahora pregunto manabi es la provincia 3 de poblacion a donde le llevamos en caso de una emergencia a quito a gye  a pesar de tener el hospital de especialidades en portoviejo no tenemos hospital centinela  entonces para que sirve el hep
@JohanaObando16,2020-01-29T17:32:52.000Z,queremos informacion del ciudadano chino que esta en el hospital eugenio espejo de quito la ministra paseando por manabi
@JohnSabando1963,2020-01-29T17:05:44.000Z,porque el hospital de pedernales es un hecho tato alcalde
@JohnSabando1963,2020-01-29T17:04:49.000Z,porque el hospital de pedernales es un hecho  tato alcalde
@LuisaCedeo18,2020-01-21T15:27:57.000Z,asi mismo esta en el canton el carmen manabi que estan ampliando el hospital y dentro de las carpas llenas de agua atienden a las personas
@Alexand97686949,2020-01-15T12:12:45.000Z,handate al hospital de manabi haber que encuentras zorro
@Chilave75330384,2020-01-08T00:50:48.000Z,bueno por una persona de mala fe como la del video no se debe culpar a todos considero de buena atencion cada vez que mis familiares han usado los servicios del hospital ceibos norte
@tavomoreira1,2020-01-07T10:15:18.000Z,sra ministra bien x chone con las nuevas autoridades del  hndc  estamos esperando la reunion con el director zonal y gerente del hospital para tratar en territorio lo solicitado a ud en reunion del frente civico manabi  lenin  cnacecuador  ottosonnenh  ministeriosalud
@Fernand92705321,2020-01-07T02:53:15.000Z,en manabi el hospital de especialidades de portoviejo edificio del ecu 911 ciudad alfaro lenin inauguracion de howard johnson en manta
@jonvel00,2019-12-29T02:38:07.000Z,la refineria del pacifico el hospital de manta el tren playero la agronomia  damnificados del terremoto manabi  manta falta mucho por hacer
@angel300509,2019-12-25T15:14:16.000Z,1_ el colorado manabi y jose de antepara 2el caldo de bagre en ismael perez  pazmino y colon  3 el pez azul a una cuadra del hospital de solca bienvenida
@clncryl,2019-12-17T03:04:51.000Z,29 the church is not a museum of saints but a hospital for sinners  a saint has a past a sinner has a future  ing ginu manabe ya ali ya manabi
