Username,Timestamp,Content
@LaMareaec,2023-06-19T20:10:28.000Z,#Portoviejo | Las víct¡mas escaparon y se dirigieron hasta el hospital Verdi Cevallos Balda >>>https://ow.ly/emGo50OS7Jx
@diariocentroec,2023-06-19T20:11:16.000Z,#Portoviejo | Las víct¡mas escaparon y se dirigieron hasta el hospital Verdi Cevallos Balda >>>https://ow.ly/emGo50OS7Jx
@LaMareaec,2023-06-19T20:10:28.000Z,#Portoviejo | Las víct¡mas escaparon y se dirigieron hasta el hospital Verdi Cevallos Balda >>>https://ow.ly/emGo50OS7Jx
@HospitalVerdi,2023-06-14T20:13:09.000Z,"Más información en nuestra mesa educativa    Con motivo del Día Mundial del Donante de Sangreel Servicio del Medicina Transfusional del Hospital Verdi Cevallos organizó una mesa educativa en la que compartió con usuarios y familiares de pacientes, (1/2)"
@la_neta_verdad,2023-06-13T22:23:52.000Z,"Bueno dr fue medido con la misma vara, fue injusto lo que usted hacia con su gran amigo  @verdicevallos"
@HospitalVerdi,2023-06-09T18:03:20.000Z,"Con el tema “Hernia Diafragmatica Congénita”, nuestro especialista en cirugía pediátrica, Walter Paz y Miño, lideró la jornada de viernes científico generando un amplio espacio de aprendizaje y debate entre el personal asistencial del Hospital Verdi Cevallos "
@PoderInforma,2023-06-02T16:04:11.000Z,"#PORTOVIEJO || Julio Eches, Gerente de Portoaguas, anunció que esta madrugada llegó un transformador desde Ambato. Van a priorizar el abastecimiento al hospital de Especialidades y al regional Verdi Cevallos."
@mmendozabelen,2023-06-02T15:41:35.000Z,"Julio Eches, Gerente de  @Portoaguas  anunció que esta madrugada llegó un transformador desde Ambato. Van a priorizar el abastecimiento al hospital de Especialidades y al regional Verdi Cevallos "
@GlenLescano,2023-06-02T05:17:13.000Z,"Ustedes no vivieron la reconstruccion del hospital verdi cevallos,la construcción de miles viviendas,de carreteras indispensables para la reactivación económica,el hospital de especialidades y lo que mas habia eran medicinas y ayuda social a los damnificados,se los dice un Manaba"
@Rmoralesverduga,2023-05-31T15:14:32.000Z,Yo me le reía y me terminó diciendo que yo jamás conocí a Verdi Cevallos Balda o que a lo mejor yo usaba un mandil y que los pasteles me los guardaba en el bolsillo del mismo. . Un goce siempre
@Leoorlandoa,2023-05-29T01:29:18.000Z,"Estamos conscientes de la difícil situación que atraviesa Portoviejo. Por está razón, hoy se ha coordinado la distribución de tanqueros para llevar el líquido vital al Hospital del IESS y el Hospital Verdi Cevallos, Hospital de Solca, Hospital de Especialidades, la Av. del"
@Portoaguas,2023-05-27T21:59:40.000Z,"Seguimos abasteciendo el suministro de agua potable, esta vez en el Hospital Verdi Cevallos, asegurando la atención médica de los ciudadanos.  #Portoaguas"
@diariocentroec,2023-05-04T21:49:28.000Z,#Portoviejo | Agustín Adalberto Saltos Moreira de 24 años se encuentra internado en la sala de UCI del hospital Verdi Cevallos Balda >>>http://ow.ly/6VZh50OgkNL
@LaMareaec,2023-05-04T21:46:37.000Z,#Portoviejo | Agustín Adalberto Saltos Moreira de 24 años se encuentra internado en la sala de UCI del hospital Verdi Cevallos Balda >>>http://ow.ly/6VZh50OgkNL
@eldiarioec,2023-05-04T21:42:06.000Z,Agustín Adalberto Saltos Moreira de 24 años se encuentra internado en la sala de UCI del hospital Verdi Cevallos Balda >>>http://ow.ly/6VZh50OgkNL
@pepita_mango,2023-05-03T19:45:57.000Z,Dificultan tremendamente el tráfico de acceso hacia el Hospital Verdi Cevallos Balda de #Portoviejo
@HRZManta,2023-04-21T21:36:03.000Z,"En esta actividad participaron exponentes de los Hospitales Verdi Cevallos Balda, Especialidades de Portoviejo y nuestra representante, quienes desde los Programas de Control de Infecciones  compartieron sus experiencias en el abordaje de esta sensible temática."
@LaVozdeManabiEc,2023-04-15T03:13:15.000Z,#Portoviejo  Hospital Verdi Cevallos Balda inauguró el área de Tomografía  https://m.facebook.com/story.php?story_fbid=685150566951312&id=100063691237783&mibextid=Nif5oz…
@HospitalVerdi,2023-04-14T21:56:48.000Z,"La comitiva del Verdi Cevallos estuvo conformada por: Dr. Fidel Mendoza, ginecoobstetra. Dra. Doris Zambrano, anestesióloga. Dr. Cristhian Plúa, médico general. Dra. María Saltos, médico general. Lic. Susana Fernández, enfermera. 3/3"
@PepeRuales,2023-02-23T23:57:45.000Z, Durán  Ambato   Baca Ortiz  Verdi Cevallos   San Vicente de Paúl   Velasco Ibarra  2/2  ¡Gracias!
@HospitalVerdi,2023-02-16T18:13:48.000Z,"#JuntosPorLaSalud | 27.600 unidades de soluciones parenterales de gran volumen, en distintas presentaciones, arribaron hoy a las bodegas del Hospital Dr. Verdi Cevallos Balda, para fortalecer la dotación de medicamentos al interior de esta casa de salud. .   @Salud_Ec"
@josefranklin81,2023-02-16T03:33:15.000Z,El hospital de Especialidades una Estafa  El htal Verdi Cevallos nunca lo.tetminaron  El parque q reemplazaría al Aeropuerto nunca lo hicieron  El Aeropuerto de Manta nunca lo terminaron  La Refinería Fantasma un Robo  SINVERGÜENZA
@HospitalVerdi,2023-02-15T20:16:53.000Z,"#JuntosPorLaSalud | Fármacos de doce diferentes ítems correspondientes al grupo N - Sistema Nervioso Central, arribaron a las bodegas del Hospital Dr. Verdi Cevallos Balda, tras un proceso de compra, para fortalecer el abastecimiento interno de medicinas. "
@xzamper,2023-02-13T15:47:16.000Z,Érase una vez hace 40 años en el hospital Verdi Cevallos de la ciudad de Portoviejo...
@La5pata_ec,2023-02-06T17:16:29.000Z,"Mujer entró en #labordeparto en el interior de su vehículo mientras conducía por #Portoviejo, provincia de Manabí.  El #ECU911 coordinó la asistencia médica en el sitio. La madre dio a luz en el carro y posteriormente fue llevada junto a su hijo al Hospital Verdi Cevallos Balda."
@andydomopila,2023-02-03T03:03:14.000Z,El hospital de manta enpeso en el 2017el aeropuerto desde el 2017con donacion de la China el de bahia desde lenin Moreno con el ladron de Mendoza usted esta perdida capas q vienes a portoviejo ves el hospital verdi Cevallos y dice q lo iso lasso también jajajja ilusa
@andydomopila,2023-01-21T00:34:33.000Z,Y tu piensas q quitandole el logo a las obras de correa ya don echa x lasso q payaso sinicos si en portoviejo al mes de pposecionado lasso le puso el logo del encuentro al hospital verdi Cevallos
@Salud_Ec,2023-01-19T00:03:51.000Z,"Para instalar los tomógrafos, personal de  @Salud_Ec  recibirá capacitación previa de la empresa contratada. Los equipos estarán listos para su uso a partir de marzo 2023 de manera progresiva, en los hospitales Tena, Durán, Verdi Cevallos, Ambato, San Vicente de Paúl y Baca Ortiz"
@Ceagd,2023-01-07T17:03:45.000Z,El mejor seguira siendo el de la carreta del sr q se pone en el H Verdi Cevallos Balda q comia cuando hice mi Internado de Medicina Hace un par de meses q estuve en el Verdi lo 3ncontre salude y por supuesto me comi uno q delicia
@mnaviam,2023-01-06T19:22:31.000Z,"Que la del hospital Verdi Cevallos de Portoviejo está dañada, una del hospital de especialidades está en mantenimiento y la única que funciona está con un traslado. ""Y del resto de instituciones (bomberos, cruz roja)"" pregunta mi mamá, que no hay le dicen..."
@LiviaJaneth,2022-12-09T11:11:31.000Z,"@LassoGuillermo  Buenos días Señor Presidente, acudo a su autoridad para informarle que en el Hospital Verdi Cevallos de Portoviejo, anoche los guardias no me dejaron entrar al edificio ante el llamado de los médicos por cuanto tenía a mi hija en emergencia, y me necesitaban"
@andydomopila,2022-12-06T22:34:02.000Z,Construido x lasso lo dudo el hospital verdi Cevallos a la semana de sentarse en el poder ya le pucieron el logro del gobierno del encuentro a si o más claro también a de inaugurar el de especialidades de Portoviejo q en 5 años 2 gobierno no lo termina de equipar
@ContigoBrenda,2022-12-06T17:18:40.000Z,"No sólo libres sino q continúan en el área de salud de Manabi, iess Manta y hospital Verdi Cevallos Portoviejo y Solca Portoviejo , esto ocurrió cuando ella era estudiante de la Uleam y la Universidad cubrió y fue cómplice de ellos #justiciaparaBrenda #EnriqueHerreriaCorrupto."
@LigiaNevarez,2022-12-06T01:44:52.000Z,"¿Cómo se permite tal nivel de cinismo? Para su conocimiento Pdte.  @LassoGuillermo  solo en Portoviejo la RC hizo: repotenciación del H. Verdi Cevallos, repotenciación del CPL El Rodeo, construcción de H. Especialidades, ECU 911, UPC, CAC no me alcanzan los caracteres para seguir"
@chanalata,2022-12-04T00:28:29.000Z,Hace más de 20 años recibo correspondencia internacional donde la nomenclatura de las calles tienen incluso en Google Maps la calle Verdi Cevallos https://maps.app.goo.gl/7n4E1QPdNcUncyvN8…
@chanalata,2022-12-04T00:23:45.000Z,"Municipio de Portoviejo RINDE HOMAJE  al Dr. VERDI CEVALLOS BALDA poniendo su nombre a una calle. Hace 30 años ya existe una calle con su nombre . Investigar , corregir  @PortoviejoGAD"
@LaUltima_Ec,2022-12-02T16:41:14.000Z,"Interno de El #Rodeo se esc4pó del Hospital Verdi Cevallos Balda de #Portoviejo #redaccion #original #periodico #laultima  Un interno de la cárc3l de El Rodeo de Portoviejo, provincia de Manabí, logró evadir la vigilancia policial mientras recibía atención médica en el Hospital"
@HospitalVerdi,2022-12-02T03:40:10.000Z,del patrono el Dr. Verdi Cevallos Balda.  Además 61 jubilados de esta casa de salud recibieron sendos reconocimientos por su trayectoria y desempeño durante los años de actividad laboral. (2/3)
@NotiCentralEC,2022-12-02T00:00:09.000Z,Un reo escapó del hospital Verdi Cevallos Balda - El Diario Ecuador   mas info en: https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LmVsZGlhcmlvLmVjL2Nyb25pY2EvdW4tcmVvLWVzY2Fwby1kZWwtaG9zcGl0YWwtdmVyZGktY2V2YWxsb3MtYmFsZGEv0gEA?oc=5…
@LaMareaec,2022-12-01T23:41:15.000Z,#Portoviejo | Preso de la cárcel El Rodeo se escapó del hospital Verdi Cevallos >>> http://ow.ly/zbwO50LT4gU
@HospitalVerdi,2022-11-24T15:09:07.000Z,"histerectomía (extracción del útero) de la paciente para salvaguardar su vida y la del recién nacido.  ""Es un tumor que nace en la parte posterior, a la altura del cérvix"" explicó el especialista en Gineco-Obstetricia Guido Cevallos, quien lideró la cirugía en compañía (2/4)"
@xaviersantos_ec,2022-11-19T18:47:50.000Z,"Hágame llegar denuncia de lo que pasa en el Verdi Cevallos. Si encontramos ilegalidades tal como en HEP, pondré en conocimiento de  @FiscaliaEcuador  y  @ContraloriaECU . Los troles no podrán detener la responsabilidad política del ministro  @Salud_Ec  por complicidad. CEL 0995371079"
@HospitalVerdi,2022-11-17T18:19:34.000Z,"historias de lucha y superación a lo largo de los años.    En una jornada muy emotiva , recodaron su paso por el Verdi Cevallos, destacando la atención y el servicio brindado por todos los profesionales de la salud. (2/3)"
@Dmedranda1,2022-11-05T23:46:09.000Z,"Ustedes que hacen periodismo investigativo, vayan a Portoviejo,calle Rocafuerte (la que va al hospital Verdi Cevallos) y vean como todos los comercios están siendo extorsionados y pidiéndoles vacunas, todos desde los más pequeños."
@JuanRam38551885,2022-11-04T16:00:10.000Z,""" Nereida que asomas al océano tu espléndida faz ... "", dice el insigne poeta portovejense, Dr. Verdi Cevallos Balda, a la hidalga y hermana Ciudad de Manta. Salud a sus Hijos: "
@JuanRam38551885,2022-11-04T15:53:36.000Z,""" Nereida que asomas al océano tu espléndida faz ... "", dice el insigne poeta portovejense, Dr. Verdi Cevallos Balda, a la hidalga y hermana Ciudad de Manta. Salud a sus Hijos: "
@andydomopila,2022-10-15T07:21:25.000Z,Mira acá en portoviejo 5 años y no equipan el hospital de especialidades sacaron los médicos del hospital verdi Cevallos para el otro y aun así no funciona al 100%
@estemandejulio,2022-10-12T18:29:10.000Z,En el hospital regional Verdi Cevallos hay 8 guardias en la entrada de emergencia SI OCHO… claramente 3 trabajan y los otros 5 no hacen mucho… como son guardias de compañías privadas no pasa nada pero si fueran “dependientes del estado” (que indirectamente lo son) NO PASA NADA
@estemandejulio,2022-10-07T13:38:36.000Z,Pasa lo mismo en las colinas de la ciudad donde el servicio de recolección de basura es deficiente…. Ellos solo queman la basura los domingos o por las noches los días de semana… esta imagen es a menos de 1 km del hospital Verdi Cevallos… prácticamente es otro botadero
@LaUltima_Ec,2022-10-03T02:45:56.000Z,"Intentan as3sinar a una mujer en una gallera de Rocafuerte  #redaccion #original #periodico #laultima Una mujer identificada como Ana M., fue internada en el hospital Verdi Cevallos Balda, de Portoviejo, después de que resultara h3rida con disparos de arm4s de fuego, cuando"
@edicionmedEC,2022-09-22T19:25:00.000Z,#ATENCIÓN Hospital Verdi Cevallos Balda de Portoviejo renueva su permiso de funcionamiento.  Los detalles aquí >> https://bit.ly/3C1QV2O
@edicionmedEC,2022-09-22T19:04:57.000Z,#ATENCIÓN Hospital Verdi Cevallos Balda de Portoviejo renueva su permiso de funcionamiento.  Los detalles aquí >> https://bit.ly/3C1QV2O
@HospitalVerdi,2022-09-13T17:49:00.000Z,"elevaron plegarias de oración por el personal de salud y pacientes que permanecen en el Hospital Dr. Verdi Cevallos Balda.   Por el gesto de intercesión, muchas gracias.  (2/2)"
@SuarezCesarMD,2022-09-12T22:08:33.000Z,En el hospital Verdi Cevallos Balda de Portoviejo no hay medicamentos y tampoco hay reactivos para hacer exámenes de laboratorio.
@HospitalVerdi,2022-09-12T20:24:56.000Z,"#JuntosPorLaSalud | ¡Arrancan las actividades por la Semana Mundial de la Seguridad del Paciente!   El Hospital Dr. Verdi Cevallos Balda se vestirá de naranja para conmemorar a través de una veintena de actividades, la Semana Mundial de la Seguridad del Paciente. (1/2)"
@eldiarioec,2022-09-12T00:32:22.000Z,#LeaMañana en #ElDiario | Sigue desabastecimiento de medicinas en el hospital #VerdiCevallos de #Portoviejo. Más información mañana en la edición impresa de El Diario
@vaazuag,2022-09-01T14:52:32.000Z,"Perfecto, de paso debieron pedir explicaciones por todos los contratos realizados en el Verdi Cevallos y otros realizados en las unidades operativas del MSP de Manabí durante los 10 años del correismo."
@kmot_07979,2022-08-24T22:45:31.000Z,"Qué bueno el Verdi Cevallos, y que sigan dándole empuje para cada vez ser mejor. Veo a una gran mujer allí, que fue coordinadora zonal, allí hay experiencia y amor al MSP #DraCarminaPinargote"
@HospitalVerdi,2022-08-16T15:30:50.000Z,"#JuntosPorLaSalud | Boletín de Prensa   Develan busto del Dr. Verdi Cevallos Balda , patrono de este Hospital    Más detalles: https://bit.ly/3dE5ro0"
@Salud_CZ4,2022-08-11T03:12:57.000Z,"#JuntosPorLaSalud | “Es un orgullo tener como modelo y ejemplo a un gran médico y ser humano como lo fue el Dr. Verdi Cevallos, un ícono de la medicina que nos dejó el legado de la calidad humana"", señaló Bosco Barberán en la develación del busto del patrono del  @HospitalVerdi"
@HospitalVerdi,2022-08-11T01:29:45.000Z,"De igual forma se expresaron Bosco Barberán, Coordinador Zonal de Salud y Jacinto Kon, ex directivo del nosocomio y amigo del Dr. Cevallos Balda. (4/5)"
@LaUltima_Ec,2022-07-31T01:35:32.000Z,"#laultima #laultimanacional Un hombre fu3 disparado hace pocos minutos en la avenida Guayaquil, sector El Puño, en Portoviejo. La víctima fue trasladada hasta el hospital Verdi Cevallos Balda, pero a los pocos minutos falleció. Hasta el momento se desconoce su identidad."
@LaUltima_Ec,2022-07-29T20:27:38.000Z,"Apuñalado presuntamente por su tío  Un hombre fue trasladado de manera urgente hasta el hospital Verdi Cevallos Balda, tras resultar herido con un arma blanca (cuchillo), presuntamente por un familiar (tío). El hecho de sangre ocurrió aproximadamente a las 09:00 en el sector de"
@emersonbasurto,2022-07-27T22:36:18.000Z,"Está madrugada mi sobrina dió a luz en el hospital del MSP de Poroviejo Verdi Cevallos en dónde no hubo médico que atienda el parto, el bebé lo recibió una enfermera...  @Salud_Ec  malditos HDP"
@mmendozabelen,2022-07-23T22:35:00.000Z,"Antecedentes. La repotenciación del Verdi Cevallos inició a finales del 2011 y  concluyó en el 2018. Entre tanto y tanto terminó costando al menos 40 millones de dólares. ( De esto, ya les contaré después)."
@mmendozabelen,2022-07-23T22:34:05.000Z,"El hospital Verdi Cevallos de #Portoviejo debe de presentar un informe técnico legal que sustente el criterio de tipología, en relación a servicios, número de camas y personal. ¿El por qué? Abro hilo"
@quenoticiasec,2022-07-23T00:40:02.000Z,Extraen tumor cerebral gigante a mujer de 71 años en Hospital Regional Verdi Cevallos de #Portoviejo: Le afectaba el lenguaje y la movilidad en el lado izquierdo del cuerpo https://bit.ly/3omo95B
@ContigoBrenda,2022-07-21T13:32:49.000Z,"En 1ra instancia son condenados a 29 años y 4meses . Sin embargo jamás fueron puestos en prisión y mantienen sus puestos en iess manta y hospital Verdi Cevallos y Solca Portoviejo,en apelación son declarados inocentes x estos jueces Mora y Ayora  #justiciaparaBrenda..."
@HospitalVerdi,2022-07-19T16:13:56.000Z,"#JuntosPorLaSalud | ¡Un reconocimiento más para el Verdi Cevallos!   En nombre del Hospital  , nuestros compañeros del laboratorio de Vigilancia Epidemiológica recibieron dos certificados de participación con una calificación óptima del 100% concordancia , (1/2)"
@Sstefanno,2022-06-27T05:58:53.000Z,Yo en el hospital Verdi Cevallos instrumentando por primera vez en quirófano una Colelap! 
@HospitalVerdi,2022-06-24T21:37:26.000Z,"#JuntosPorLaSalud | En el marco de las actividades por el Día Mundial del Paramédico , directivos del Hospital Dr. Verdi Cevallos Balda , entregaron insignia institucional al equipo de paramédicos que laboran en la casa de salud. (1/2)"
@andydomopila,2022-06-22T02:17:53.000Z,Y x q en 10 año el ladrón izo más q los otros gobiernos y x q lasso con un petróleo a más de 100 dólares no ase nada te pregunto en 1 año cuál es la obra de lasso un ejemplo cambiar logos ygual q moreno el hospital Verdi Cevallos al mes de lasso en el gobierno le puso su logo
@HospitalVerdi,2022-06-22T02:06:05.000Z,"#NoPodemosParar | Los servicios del Hospital Dr. Verdi Cevallos Balda seguirán activos, trabajamos por brindar atención sanitaria oportuna.   Nuestro Director Médico tiene un mensaje para ti.   #EcuadorQuierePaz"
@HospitalVerdi,2022-06-20T20:42:30.000Z,#JuntosPorLaSalud | Boletín de Prensa   Hospital Verdi Cevallos pone en marcha plan de contingencia por tareas de mantenimiento.  Link: https://bit.ly/3HBGtAs
@locurastereoec,2022-06-09T19:25:45.000Z,Extraen tumor de 20 libras en el hospital Verdi Cevallos https://locurastereoradiotv.com/2022/06/09/extraen-tumor-de-20-libras-en-el-hospital-verdi-cevallos/…
@eldiarioec,2022-06-06T22:37:14.000Z,Un tumor gigante de ovario de 35 centímetros de diámetro y 20 libras de peso fue extraído con éxito por un equipo de profesionales del hospital Verdi Cevallos Balda de #Portoviejo >>>http://ow.ly/zTg050JqZz3
@Villacreses977G,2022-06-03T20:02:33.000Z,"No nos reparan el radar. No nos  devuelven nuestras instituciones.El Hospital Verdi Cevallos sin medicamentos y ahora nos quita el Aeropolicial. El CENTRALISMO nos está liquidando. ¿ Qué dicen:  @juanfranciscoNH  , @CasanovaAlcalde ,  @LeoOrlandoA  ? @PBrionesdePoggi @luciadegfer"
@JimmyMi08899932,2022-06-03T00:30:44.000Z,Excelente trabajo y muy profesional de quienes hacen el Hospital Verdi Cevallos. Felicitaciones!!
@Villacreses977G,2022-06-03T20:02:33.000Z,"No nos reparan el radar. No nos  devuelven nuestras instituciones.El Hospital Verdi Cevallos sin medicamentos y ahora nos quita el Aeropolicial. El CENTRALISMO nos está liquidando. ¿ Qué dicen:  @juanfranciscoNH  , @CasanovaAlcalde ,  @LeoOrlandoA  ? @PBrionesdePoggi @luciadegfer"
@JimmyMi08899932,2022-06-03T00:30:44.000Z,Excelente trabajo y muy profesional de quienes hacen el Hospital Verdi Cevallos. Felicitaciones!!
@CiudadAlfaroEc,2022-05-30T19:53:21.000Z,"En 1970 el Hospital Civil fue ubicado en las calles Rocafuerte y 12 de marzo. Actualmente, este hospital regional lleva el nombre del Dr. Verdi Cevallos Balda, ilustre médico y poeta de la capital manabita."
@mnaviam,2022-05-27T12:54:08.000Z,"La semana pasada un paciente con una fractura literalmente ""se paseó"" por todos los hospitales públicos de Portoviejo (HEP, Verdi Cevallos, IESS), y en ninguno lo recibieron porque no tenían insumos para operarlo. Definitivamente el gobierno vive otra realidad."
@ContigoBrenda,2022-05-23T04:18:39.000Z,@Alozpra  por favor convocar audiencia del caso #justiciaparaBrenda víctima de violación que hay evidencias medicas. Videos . Fotos . Y los Violadores siguen el Iess manta y hospital verdi Cevallos toqueteando a las pacientes .  Favor atender  @CorteConstEcu
@BrendaJusticia,2022-05-21T02:43:46.000Z, el es Fabricio Zambrano Torres uno de los tres violadores del caso Brenda . Trabaja en el hospital Verdi Cevallos Portoviejo e Imagen test de Sta Margarita portoviejo y Solca portoviejo . Es radiólogo #JusticiaparaBrenda .
@SolecitoJami,2022-05-21T02:43:13.000Z, el es Fabricio Zambrano Torres uno de los tres violadores del caso Brenda . Trabaja en el hospital Verdi Cevallos Portoviejo e Imagen test de Sta Margarita portoviejo y Solca portoviejo . Es radiólogo #JusticiaparaBrenda .
@ContigoBrenda,2022-05-23T04:18:39.000Z,@Alozpra  por favor convocar audiencia del caso #justiciaparaBrenda víctima de violación que hay evidencias medicas. Videos . Fotos . Y los Violadores siguen el Iess manta y hospital verdi Cevallos toqueteando a las pacientes .  Favor atender  @CorteConstEcu
@BrendaJusticia,2022-05-21T02:43:46.000Z, el es Fabricio Zambrano Torres uno de los tres violadores del caso Brenda . Trabaja en el hospital Verdi Cevallos Portoviejo e Imagen test de Sta Margarita portoviejo y Solca portoviejo . Es radiólogo #JusticiaparaBrenda .
@SolecitoJami,2022-05-21T02:43:13.000Z, el es Fabricio Zambrano Torres uno de los tres violadores del caso Brenda . Trabaja en el hospital Verdi Cevallos Portoviejo e Imagen test de Sta Margarita portoviejo y Solca portoviejo . Es radiólogo #JusticiaparaBrenda .
@ContigoBrenda,2022-05-21T02:42:50.000Z, el es Fabricio Zambrano Torres uno de los tres violadores del caso Brenda . Trabaja en el hospital Verdi Cevallos Portoviejo e Imagen test de Sta Margarita portoviejo y Solca portoviejo . Es radiólogo #JusticiaparaBrenda .
@SolecitoJami,2022-05-21T02:40:55.000Z, el es Ronald Ramírez Demera uno de los tres violadores de Brenda .trabaja en el hospital Verdi Cevallos Portoviejo es radiólogo . #JusticiaparaBrenda
@eldiarioec,2022-05-20T01:09:11.000Z,"#Portoviejo | El banco de leche humana del hospital Verdi Cevallos necesita un promedio mensual de 45 a 50 litros, pero solo recolectan entre 25 y 30 >>>http://ow.ly/MKtZ50JcGgZ"
@EudaldoDemera,2022-05-19T19:01:25.000Z,"Sabemos que falta, comprendemos a los jueces. Pero, ¿qué hacen las agremiaciones de abogados en Manabí? ¿qué hace el Consejo de la Judicatura?  @verdicevallos"
@Modelo977,2022-05-18T06:33:08.000Z,"Familiares, en su desesperación por salvarle la vida, lo llevaron de forma urgente hasta el hospital Verdi Cevallos de Portoviejo donde los médicos nada pudieron hacer para salvarle la vida."
@LaVozdeManabiEc,2022-05-18T06:32:34.000Z,"Familiares, en su desesperación por salvarle la vida, lo llevaron de forma urgente hasta el hospital Verdi Cevallos de Portoviejo donde los médicos nada pudieron hacer para salvarle la vida."
